Origin-Destination-Product-Month-Quantity
Japan-Australia-MorningMint-Jan2004--0.0
Japan-Australia-MorningMint-Feb2004--0.0
Japan-Australia-MorningMint-Mar2004--0.0
Japan-Australia-MorningMint-Apr2004--0.0
Japan-Australia-MorningMint-May2004--0.0
Japan-Australia-MorningMint-Jun2004--0.0
Japan-Australia-MorningMint-Jul2004--0.0
Japan-Australia-MorningMint-Aug2004--0.0
Japan-Australia-MorningMint-Sep2004--0.0
Japan-Australia-MorningMint-Oct2004--0.0
Japan-Australia-MorningMint-Nov2004--0.0
Japan-Australia-MorningMint-Dec2004--0.0
Japan-Australia-FreshStart Toothpaste-Jan2004--0.0
Japan-Australia-FreshStart Toothpaste-Feb2004--0.0
Japan-Australia-FreshStart Toothpaste-Mar2004--0.0
Japan-Australia-FreshStart Toothpaste-Apr2004--0.0
Japan-Australia-FreshStart Toothpaste-May2004--0.0
Japan-Australia-FreshStart Toothpaste-Jun2004--0.0
Japan-Australia-FreshStart Toothpaste-Jul2004--0.0
Japan-Australia-FreshStart Toothpaste-Aug2004--0.0
Japan-Australia-FreshStart Toothpaste-Sep2004--0.0
Japan-Australia-FreshStart Toothpaste-Oct2004--0.0
Japan-Australia-FreshStart Toothpaste-Nov2004--0.0
Japan-Australia-FreshStart Toothpaste-Dec2004--0.0
Japan-Australia-SmileShield Whitening Strips-Jan2004--0.0
Japan-Australia-SmileShield Whitening Strips-Feb2004--0.0
Japan-Australia-SmileShield Whitening Strips-Mar2004--0.0
Japan-Australia-SmileShield Whitening Strips-Apr2004--0.0
Japan-Australia-SmileShield Whitening Strips-May2004--0.0
Japan-Australia-SmileShield Whitening Strips-Jun2004--0.0
Japan-Australia-SmileShield Whitening Strips-Jul2004--0.0
Japan-Australia-SmileShield Whitening Strips-Aug2004--0.0
Japan-Australia-SmileShield Whitening Strips-Sep2004--0.0
Japan-Australia-SmileShield Whitening Strips-Oct2004--0.0
Japan-Australia-SmileShield Whitening Strips-Nov2004--0.0
Japan-Australia-SmileShield Whitening Strips-Dec2004--0.0
Japan-Australia-BriteBite Toothbrush-Jan2004--0.0
Japan-Australia-BriteBite Toothbrush-Feb2004--0.0
Japan-Australia-BriteBite Toothbrush-Mar2004--0.0
Japan-Australia-BriteBite Toothbrush-Apr2004--0.0
Japan-Australia-BriteBite Toothbrush-May2004--0.0
Japan-Australia-BriteBite Toothbrush-Jun2004--0.0
Japan-Australia-BriteBite Toothbrush-Jul2004--0.0
Japan-Australia-BriteBite Toothbrush-Aug2004--0.0
Japan-Australia-BriteBite Toothbrush-Sep2004--0.0
Japan-Australia-BriteBite Toothbrush-Oct2004--0.0
Japan-Australia-BriteBite Toothbrush-Nov2004--0.0
Japan-Australia-BriteBite Toothbrush-Dec2004--0.0
Japan-Australia-LuminousLip Care-Jan2004--0.0
Japan-Australia-LuminousLip Care-Feb2004--0.0
Japan-Australia-LuminousLip Care-Mar2004--0.0
Japan-Australia-LuminousLip Care-Apr2004--0.0
Japan-Australia-LuminousLip Care-May2004--0.0
Japan-Australia-LuminousLip Care-Jun2004--0.0
Japan-Australia-LuminousLip Care-Jul2004--0.0
Japan-Australia-LuminousLip Care-Aug2004--0.0
Japan-Australia-LuminousLip Care-Sep2004--0.0
Japan-Australia-LuminousLip Care-Oct2004--0.0
Japan-Australia-LuminousLip Care-Nov2004--0.0
Japan-Australia-LuminousLip Care-Dec2004--0.0
Japan-Australia-CleanSlate Mouthwash-Jan2004--0.0
Japan-Australia-CleanSlate Mouthwash-Feb2004--0.0
Japan-Australia-CleanSlate Mouthwash-Mar2004--0.0
Japan-Australia-CleanSlate Mouthwash-Apr2004--0.0
Japan-Australia-CleanSlate Mouthwash-May2004--0.0
Japan-Australia-CleanSlate Mouthwash-Jun2004--0.0
Japan-Australia-CleanSlate Mouthwash-Jul2004--0.0
Japan-Australia-CleanSlate Mouthwash-Aug2004--0.0
Japan-Australia-CleanSlate Mouthwash-Sep2004--0.0
Japan-Australia-CleanSlate Mouthwash-Oct2004--0.0
Japan-Australia-CleanSlate Mouthwash-Nov2004--0.0
Japan-Australia-CleanSlate Mouthwash-Dec2004--0.0
Japan-Australia-OralEase Gel-Jan2004--0.0
Japan-Australia-OralEase Gel-Feb2004--0.0
Japan-Australia-OralEase Gel-Mar2004--0.0
Japan-Australia-OralEase Gel-Apr2004--0.0
Japan-Australia-OralEase Gel-May2004--0.0
Japan-Australia-OralEase Gel-Jun2004--0.0
Japan-Australia-OralEase Gel-Jul2004--0.0
Japan-Australia-OralEase Gel-Aug2004--0.0
Japan-Australia-OralEase Gel-Sep2004--0.0
Japan-Australia-OralEase Gel-Oct2004--0.0
Japan-Australia-OralEase Gel-Nov2004--0.0
Japan-Australia-OralEase Gel-Dec2004--0.0
Japan-Australia-BreathBliss Mints-Jan2004--0.0
Japan-Australia-BreathBliss Mints-Feb2004--0.0
Japan-Australia-BreathBliss Mints-Mar2004--0.0
Japan-Australia-BreathBliss Mints-Apr2004--0.0
Japan-Australia-BreathBliss Mints-May2004--0.0
Japan-Australia-BreathBliss Mints-Jun2004--0.0
Japan-Australia-BreathBliss Mints-Jul2004--0.0
Japan-Australia-BreathBliss Mints-Aug2004--0.0
Japan-Australia-BreathBliss Mints-Sep2004--0.0
Japan-Australia-BreathBliss Mints-Oct2004--0.0
Japan-Australia-BreathBliss Mints-Nov2004--0.0
Japan-Australia-BreathBliss Mints-Dec2004--0.0
Japan-Australia-DentalDefense Toothpaste-Jan2004--0.0
Japan-Australia-DentalDefense Toothpaste-Feb2004--0.0
Japan-Australia-DentalDefense Toothpaste-Mar2004--0.0
Japan-Australia-DentalDefense Toothpaste-Apr2004--0.0
Japan-Australia-DentalDefense Toothpaste-May2004--0.0
Japan-Australia-DentalDefense Toothpaste-Jun2004--0.0
Japan-Australia-DentalDefense Toothpaste-Jul2004--0.0
Japan-Australia-DentalDefense Toothpaste-Aug2004--0.0
Japan-Australia-DentalDefense Toothpaste-Sep2004--0.0
Japan-Australia-DentalDefense Toothpaste-Oct2004--0.0
Japan-Australia-DentalDefense Toothpaste-Nov2004--0.0
Japan-Australia-DentalDefense Toothpaste-Dec2004--0.0
Japan-Australia-SparklingSmile Water Flosser-Jan2004--0.0
Japan-Australia-SparklingSmile Water Flosser-Feb2004--0.0
Japan-Australia-SparklingSmile Water Flosser-Mar2004--0.0
Japan-Australia-SparklingSmile Water Flosser-Apr2004--0.0
Japan-Australia-SparklingSmile Water Flosser-May2004--0.0
Japan-Australia-SparklingSmile Water Flosser-Jun2004--0.0
Japan-Australia-SparklingSmile Water Flosser-Jul2004--0.0
Japan-Australia-SparklingSmile Water Flosser-Aug2004--0.0
Japan-Australia-SparklingSmile Water Flosser-Sep2004--0.0
Japan-Australia-SparklingSmile Water Flosser-Oct2004--0.0
Japan-Australia-SparklingSmile Water Flosser-Nov2004--0.0
Japan-Australia-SparklingSmile Water Flosser-Dec2004--0.0
Japan-Australia-FreshFusion Mouth Rinse-Jan2004--0.0
Japan-Australia-FreshFusion Mouth Rinse-Feb2004--0.0
